scope	order	key	value
calculatePeaks_gui	15	strTipCutOff	El número de cut-off points debe ser uno menos que el número de etiquetas. El último grupo de etiquetas se define por > que el úlyimo cut-off point.
calculatePeaks_gui	16	strFrmSave	Guardar como
calculatePeaks_gui	17	strLblSave	Nombre del resultado:
calculatePeaks_gui	18	strBtnCalculate	Calcular
calculatePeaks_gui	19	strBtnProcessing	Procesando…
calculatePeaks_gui	20	strMsgDataset	Se debe seleccionar un conjunto de datos de muestras.
calculatePeaks_gui	21	strMsgTitleDataset	Datos no seleccionados
calculatePullup_gui	1	strWinTitle	Calcular pull-up espectral
calculatePullup_gui	2	strChkGui	Guardar configuración de GUI
calculatePullup_gui	3	strBtnHelp	Ayuda
calculatePullup_gui	4	strFrmDataset	Conjuntos de datos
calculatePullup_gui	5	strLblDataset	Conjunto de datos de muestras:
calculatePullup_gui	6	strDrpDefault	<Seleccionar datos>
calculatePullup_gui	7	strLblSamples	muestras
calculatePullup_gui	8	strLblRefDataset	Datos de referencia:
calculatePullup_gui	9	strLblRef	referencias
calculatePullup_gui	10	strBtnCheck	Comprobar subconjunto
calculatePullup_gui	11	strFrmOptions	Opciones
calculatePullup_gui	12	strLblPre	Pre-procesando:
calculatePullup_gui	13	strChkOL	Eliminar pico off-ladder
calculatePullup_gui	14	strLblMethod	Configuración para pull-up:
calculatePullup_gui	15	strLblRange	Rango de análisis de pull-up (data points) alrededor de alelos conocidos:
calculatePullup_gui	16	strLblBlock	Rango de bloqueo (data points) alrededor de alelos conocidos:
calculatePullup_gui	17	strLblDiscard	Descartar pull-ups con ratio >
calculatePullup_gui	18	strLblMatching	Correspondencia en el nombre de la muestra de referencia:
calculatePullup_gui	19	strChkIgnore	Ignorar mayúsculas y minúsculas
calculatePullup_gui	20	strChkWord	Añadir límites de palabras
calculatePullup_gui	21	strLblPost	Post-procesando:
calculatePullup_gui	22	strChkDiscard	Descartar los alelos sin pull-up de la tabla de resultados
calculatePullup_gui	23	strFrmSave	Guardar como
calculatePullup_gui	24	strLblSave	Nombre del resultado:
calculatePullup_gui	25	strLblKit	Atributo del kit:
calculatePullup_gui	26	strBtnCalculate	Calcular
calculatePullup_gui	27	strBtnProcessing	Procesando…
calculatePullup_gui	28	strMsgDataset	Se deben seleccionar los datos de las muestras y los datos de la referencia.
calculatePullup_gui	29	strMsgTitleDataset	Datos no seleccionados
calculatePullup_gui	30	strMsgCheck	El marco de datos es NULO!\n\ nAsegúrese de seleccionar un conjunto de datos.
calculatePullup_gui	31	strWinTitleCheck	Comprobar subconjunto
calculatePullup_gui	32	strMsgTitleError	Error
calculatePullup_gui	33	strMsgNA	"NA" en la columna 'Marcaje'. \nUsar la función añadir marcaje para arreglarlo.
calculatePullup_gui	34	strMsgTitleNA	NA detectado!
calculateRatio_gui	1	strWinTitle	Calcular ratio
calculateRatio_gui	2	strChkGui	Guardar configuración de GUI
calculateRatio_gui	3	strBtnHelp	Ayuda
calculateRatio_gui	4	strFrmDataset	Conjuntos de datos
calculateRatio_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateRatio_gui	6	strDrpDataset	<Seleccionar datos>
calculateRatio_gui	7	strLblSamples	muestras
calculateRatio_gui	8	strLblRefDataset	Datos de referencia:
calculateRatio_gui	9	strLblRef	referencias
calculateRatio_gui	10	strBtnCheck	Comprobar subconjunto
calculateRatio_gui	11	strFrmOptions	Opciones
calculateRatio_gui	12	strLblPre	Pre-procesando:
calculateRatio_gui	13	strChkOL	Eliminar alelos off-ladder
calculateRatio_gui	14	strLblMethod	Calcular marker ratio:
calculateRatio_gui	15	strLblNumerator	Seleccionar marcadores en el numerador:
calculateRatio_gui	16	strDrpMarker	<Seleccionar marcador>
calculateRatio_gui	17	strLblDenominator	Seleccionar marcadores en el denominador:
calculateRatio_gui	18	strLblGroupBy	Agrupar por columna:
calculateRatio_gui	19	strDrpColumn	<Seleccionar columna>
calculateRatio_gui	20	strLblMatching	Correspondencia en el nombre de la muestra de referencia:
calculateRatio_gui	21	strChkIgnore	Ignorar mayúsculas y minúsculas
calculateRatio_gui	22	strChkWord	Añadir límites de palabras
calculateRatio_gui	23	strChkExact	Coincidencia exacta
calculateRatio_gui	24	strFrmSave	Guardar como
calculateRatio_gui	25	strLblSave	Nombre del resultado:
calculateRatio_gui	26	strBtnCalculate	Calcular
calculateRatio_gui	27	strBtnProcessing	Procesando…
calculateRatio_gui	28	strMsgDataset	Se deben seleccionar los datos de las muestras y los datos de la referencia.
calculateRatio_gui	29	strMsgTitleDataset	Datos no seleccionados
calculateRatio_gui	30	strMsgCheck	El marco de datos es NULO!\n\ nAsegúrese de seleccionar un conjunto de datos.
calculateRatio_gui	31	strWinTitleCheck	Comprobar subconjunto
calculateRatio_gui	32	strMsgTitleError	Error
calculateResultType_gui	1	strWinTitle	Calcular tipo de resultado
calculateResultType_gui	2	strChkGui	Guardar configuración de GUI
calculateResultType_gui	3	strBtnHelp	Ayuda
calculateResultType_gui	4	strFrmDataset	Datos y kit
calculateResultType_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateResultType_gui	6	strDrpDataset	<Seleccionar datos>
calculateResultType_gui	7	strLblSamples	muestras
calculateResultType_gui	8	strLblKit	Kit:
calculateResultType_gui	9	strFrmOptions	Opciones
calculateResultType_gui	10	strLblNB	NB! Todos los marcadores deben estar presentes en cada muestra para obtener resultados correctos.
calculateResultType_gui	11	strLblPre	Pre-procesando:
calculateResultType_gui	12	strChkMissing	Añadir marcadores ausentes (puede ser lento si hay muchos datos)
calculateResultType_gui	13	strLblMethod	Calcular tipo de resultado:
calculateResultType_gui	14	strLblHeight	Definir subtipos de perfiles completos por: todos los picos > umbral de altura de pico (RFU):
calculateResultType_gui	15	strTipHeight	Completar >[RFU] 
calculateResultType_gui	16	strLblMarker	Definir los subtipos de mezclas por número de marcadores con > 2 picos detectados:
calculateResultType_gui	17	strTipMarker	Mezcla >[marcadores]
calculateResultType_gui	18	strLblPeak	Definir subtipos de perfiles parciales por el número de picos detectados:
calculateResultType_gui	19	strTipPeak	Parcial >[picos]
calculateResultType_gui	20	strLblFullKit	Definir subtipos de perfiles parciales por kit:
calculateResultType_gui	21	strDrpKit	<Seleccionar kit>
calculateResultType_gui	22	strTipFullKit	Parcial Completo [kit]
calculateResultType_gui	23	strFrmSave	Guardar como
calculateResultType_gui	24	strLblSave	Nombre del resultado:
calculateResultType_gui	25	strBtnCalculate	Calcular
calculateResultType_gui	26	strBtnProcessing	Procesando…
calculateResultType_gui	27	strMsgDataset	Se debe seleccionar un conjunto de datos de muestras.
calculateResultType_gui	28	strMsgTitleDataset	Datos no seleccionados
calculateSlope_gui	1	strWinTitle	Calcular pendiente del perfil
calculateSlope_gui	2	strChkGui	Guardar configuración de GUI
calculateSlope_gui	3	strBtnHelp	Ayuda
calculateSlope_gui	4	strFrmDataset	Conjunto de datos
calculateSlope_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateSlope_gui	6	strDrpDataset	<Seleccionar datos>
calculateSlope_gui	7	strLblSamples	muestras
calculateSlope_gui	8	strLblRefDataset	Datos de referencia:
calculateSlope_gui	9	strLblRef	referencias
calculateSlope_gui	10	strBtnCheck	Comprobar subconjunto
calculateSlope_gui	11	strFrmOptions	Opciones
calculateSlope_gui	12	strLblGroups	Grupos:
calculateSlope_gui	13	strLblConf	Límite de confianza:
calculateSlope_gui	14	strLblKit	Calcular el tamaño del kit a partir de:
calculateSlope_gui	15	strChkKit	Selección automática
calculateSlope_gui	16	strTipKit	Se debe comprobar para múltiples kits.
calculateSlope_gui	17	strTipKitDrp	No se necesita si se porporciona 'Tamaño' en el conjunto de datos.
calculateSlope_gui	18	strLblMatching	Correspondencia en el nombre de la muestra de referencia:
calculateSlope_gui	19	strChkIgnore	Ignorar mayúsculas y minúsculas
calculateSlope_gui	20	strChkWord	Añadir límites de palabras
calculateSlope_gui	21	strChkExact	Coincidencia exacta
calculateSlope_gui	22	strFrmSave	Guardar como
calculateSlope_gui	23	strLblSave	Nombre del resultado:
calculateSlope_gui	24	strBtnCalculate	Calcular
calculateSlope_gui	25	strBtnProcessing	Procesando…
calculateSlope_gui	26	strMsgDataset	Se deben seleccionar los datos de las muestras y los datos de la referencia.
calculateSlope_gui	27	strMsgTitleDataset	Datos no seleccionados
calculateSlope_gui	28	strMsgCheck	El marco de datos es NULO!\n\nAsegúrese de seleccionar un conjunto de datos y un conjunto de referencia.
calculateSlope_gui	29	strWinTitleCheck	Comprobar subconjunto
calculateSlope_gui	30	strMsgTitleError	Error
calculateSpike_gui	1	strWinTitle	Calcular spikes
calculateSpike_gui	2	strChkGui	Guardar configuración de GUI
calculateSpike_gui	3	strBtnHelp	Ayuda
calculateSpike_gui	4	strFrmDataset	Conjunto de datos
calculateSpike_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateSpike_gui	6	strDrpDataset	<Seleccionar datos>
calculateSpike_gui	7	strLblSamples	muestras
calculateSpike_gui	8	strLblKit	Kit:
calculateSpike_gui	9	strFrmOptions	Opciones
calculateSpike_gui	10	strLblThreshold	Umbral (número de picos de tamaño similar):
calculateSpike_gui	11	strLblTolerance	Tolerancia (bp):
calculateSpike_gui	12	strChkQuick	Rápido y "grueso"
calculateSpike_gui	13	strTipQuick	NB! El método rápido puede no tener en cuenta todos los spikes ya que dos picos que puedan estar separados alrededor de por ejemplo 200.5 y 200.6, se convierten en 200 y 201 respectivamente!
calculateSpike_gui	14	strFrmSave	Guardar como
calculateSpike_gui	15	strLblSave	Nombre del resultado:
calculateSpike_gui	16	strBtnCalculate	Calcular
calculateSpike_gui	17	strBtnProcessing	Procesando…
calculateSpike_gui	18	strMsgDataset	Se debe seleccionar un conjunto de datos de muestras.
calculateSpike_gui	19	strMsgTitleDataset	Datos no seleccionados
calculateStatistics_gui	1	strWinTitle	Calcular estadísticas resumen
calculateStatistics_gui	2	strChkGui	Guardar configuración de GUI
calculateStatistics_gui	3	strBtnHelp	Ayuda
calculateStatistics_gui	4	strFrmDataset	Conjunto de datos
calculateStatistics_gui	5	strLblDataset	Conjunto de datos:
calculateStatistics_gui	6	strDrpDataset	<Seleccionar datos>
calculateStatistics_gui	7	strLblRows	filas
calculateStatistics_gui	8	strFrmOptions	Opciones
calculateStatistics_gui	9	strLblTarget	Seleccionar columna de destino:
calculateStatistics_gui	10	strLblGroupBy	Agrupar por columna(s):
calculateStatistics_gui	11	strLblCount	Contar valores únicos en la columna:
calculateStatistics_gui	12	strDrpColumn	<Seleccionar columnas>
calculateStatistics_gui	13	strLblQuantile	Calcular cuantil
calculateStatistics_gui	14	strLblDecimals	Redondear decimales (-1 para no redondear):
calculateStatistics_gui	15	strFrmSave	Guardar como
calculateStatistics_gui	16	strLblSave	Nombre del resultado:
calculateStatistics_gui	17	strBtnCalculate	Calcular
calculateStatistics_gui	18	strBtnProcessing	Procesando…
calculateStatistics_gui	19	strMsgDataset	Se debe seleccionar un conjunto de datos.
calculateStatistics_gui	20	strMsgTitleDataset	Datos no seleccionados
calculateStatistics_gui	21	strMsgCheck	El marco de datos es NULO!\n\ nAsegúrese de seleccionar un conjunto de datos.
calculateStatistics_gui	22	strMsgTitleError	Error
calculateStutter_gui	1	strWinTitle	Calcular stutter ratio
calculateStutter_gui	2	strChkGui	Guardar configuración de GUI
calculateStutter_gui	3	strBtnHelp	Ayuda
calculateStutter_gui	4	strFrmDataset	Conjuntos de datos
calculateStutter_gui	5	strLblDataset	Conjunto de datos de muestras:
calculateStutter_gui	6	strDrpDataset	<Seleccionar datos>
calculateStutter_gui	7	strLblSamples	muestras
calculateStutter_gui	8	strLblRefDataset	Datos de referencia:
calculateStutter_gui	9	strLblRef	referencias
calculateStutter_gui	10	strBtnCheck	Comprobar subconjunto
calculateStutter_gui	11	strLblKit	Kit:
calculateStutter_gui	12	strFrmOptions	Opciones
calculateStutter_gui	13	strLblRange	Calcular stutter ratio con el siguiente rango de análisis:
calculateStutter_gui	14	strLblBack	back stutters respecto a
calculateStutter_gui	15	strLblForward	stutters n+1
calculateStutter_gui	16	strLblNB	NB! Los efectos aditivos fuera del rango de análisis no se pueden controlar.\nUn rango estrecho como 0 a 1 se puede ver enormemente afectado por stutters -1 cercanos.
calculateStutter_gui	17	strLblInterference	Nivel de interferencia dentro del rango dado:
calculateStutter_gui	18	strRadNone	sin solapamiento entre stutters y alelos
calculateStutter_gui	19	strRadStutter	solapamiento stutter-stutter permitido
calculateStutter_gui	20	strRadAllele	Solapamiento stutter-alelo permitido
calculateStutter_gui	21	strLblReplace	Reemplazar stutters 'falsos':
calculateStutter_gui	22	strFrmSave	Guardar como
calculateStutter_gui	23	strLblSave	Nombre del resultado:
calculateStutter_gui	24	strBtnCalculate	Calcular
calculateStutter_gui	25	strBtnProcessing	Procesando…
calculateStutter_gui	26	strMsgDataset	Se deben seleccionar los datos de las muestras y los datos de la referencia.
calculateStutter_gui	27	strMsgTitleDataset	Datos no seleccionados
calculateStutter_gui	28	strMsgCheck	El marco de datos es NULO!\n\ nAsegúrese de seleccionar un conjunto de datos.
calculateStutter_gui	29	strWinTitleCheck	Comprobar subconjunto
calculateStutter_gui	30	strMsgTitleError	Error
checkDataset	1	strMsgNoRows	Los datos no contienen filas!
checkDataset	2	strMsgAdditionalCols	Columnas adicionales requeridas:\n
checkDataset	3	strMsgFat1	Los datos son demasiados!\n\nSólo puede haber 1 columna:
checkDataset	4	strMsgFat2	\nPor favor reduzca el conjunto de datos.
checkDataset	5	strMsgDetected1	Identificado en la columna
checkDataset	6	strMsgDetected2	Por favor aegúrese de que los datos están depurados/filtrados.\n
checkSubset_gui	1	strWinTitle	Comprobar subconjunto
checkSubset_gui	2	strChkGui	Guardar configuración de GUI
checkSubset_gui	3	strBtnHelp	Ayuda
checkSubset_gui	4	strFrmDataset	Conjuntos de datos
checkSubset_gui	5	strLblDataset	Conjunto de datos de muestras:
checkSubset_gui	6	strDrpDataset	<Seleccionar datos>
checkSubset_gui	7	strLblSamples	muestras
checkSubset_gui	8	strLblRefDataset	Datos de referencia:
checkSubset_gui	9	strLblRef	referencias
checkSubset_gui	10	strLblManual	O escriba un nombre de referencia:
checkSubset_gui	11	strFrmOptions	Opciones
checkSubset_gui	12	strLblMatching	Correspondencia en el nombre de la muestra de referencia:
checkSubset_gui	13	strChkIgnore	Ignorar mayúsculas y minúsculas ('A' coincidirá con 'A', 'B-a.2', y 'A2'
checkSubset_gui	14	strChkWord	Añadir límites de palabras ('A' coincidirá con 'A', 'B-A.2', y 'A 2' pero no con 'A2')
checkSubset_gui	15	strChkExact	Coincidencia exacta ('A' coincidirá con 'A' pero no con 'B-A.2', 'A 2', o 'A2')
checkSubset_gui	16	strFrmSave	Guardar como
checkSubset_gui	17	strLblSave	Nombre del resultado:
checkSubset_gui	18	strBtnCalculate	Subconjunto
checkSubset_gui	19	strMsgCheck	El marco de datos es NULO!\n\nAsegúrese de seleccionar un conjunto de datos y un conjunto de referencia, o escriba un nombre de referencia
checkSubset_gui	20	strWinTitleCheck	Comprobar subconjunto
checkSubset_gui	21	strMsgTitleError	Error
columns_gui	1	strWinTitle	Acciones en la columna
columns_gui	2	strChkGui	Guardar configuración de GUI
columns_gui	3	strBtnHelp	Ayuda
columns_gui	4	strFrmDataset	Conjunto de datos
columns_gui	5	strLblDataset	Conjunto de datos:
columns_gui	6	strDrpDataset	<Seleccionar datos>
columns_gui	7	strLblColumns	Columnas
columns_gui	8	strFrmColumns	Columnas
columns_gui	9	strLblCol1	Columna 1:
columns_gui	10	strLblCol2	Columna 2:
columns_gui	11	strDrpColumn	<Seleccionar columna>
columns_gui	12	strFrmOptions	Opciones
columns_gui	13	strLblFixed	Valor fijo:
columns_gui	14	strLblNew	Columna para valores nuevos:
columns_gui	15	strLblAction	Acción:
columns_gui	16	strDrpAction	<Seleccionar acción>
columns_gui	17	strLblStart	Posición de inicio:
columns_gui	18	strLblStop	Posición de fin:
columns_gui	19	strFrmSave	Guardar como
columns_gui	20	strLblSave	Nombre del resultado:
columns_gui	21	strBtnCalculate	Ejecutar
combine_gui	1	strWinTitle	Combinar datos
combine_gui	2	strChkGui	Guardar configuración de GUI
combine_gui	3	strBtnHelp	Ayuda
combine_gui	4	strFrmDataset	Conjunto de datos
combine_gui	5	strLblSet1	Conjunto de datos 1:
combine_gui	6	strDrpDataset	<Seleccionar datos>
combine_gui	7	strLblColumns	Columnas
combine_gui	8	strLblSet2	Conjunto de datos 2:
combine_gui	9	strFrmSave	Guardar como
combine_gui	10	strLblSave	Nombre del resultado:
combine_gui	11	strBtnCalculate	Combinar
combine_gui	12	strMsgColumns	Los conjuntos de datos deben tener nombres de columna idénticos!
combine_gui	13	strMsgTitleError	Error
combine_gui	14	strMsgDataset	Se deben seleccionar dos conjuntos de datos.
combine_gui	15	strMsgTitleDataset	Datos no seleccionados
cropData_gui	1	strWinTitle	Cortar o reemplazar datos
cropData_gui	2	strChkGui	Guardar configuración de GUI
cropData_gui	3	strBtnHelp	Ayuda
cropData_gui	4	strFrmDataset	Conjunto de datos
cropData_gui	5	strLblDataset	Conjunto de datos:
cropData_gui	6	strDrpDataset	<Seleccionar datos>
cropData_gui	7	strLblSamples	muestras,
cropData_gui	8	strLblColumns	columnas,
cropData_gui	9	strLblRows	filas
cropData_gui	10	strFrmColumns	Columna:
cropData_gui	11	strLblTargetCol	Columna target:
cropData_gui	12	strDrpColumn	<Seleccionar columna>
cropData_gui	13	strLblInfo	Info:
cropData_gui	14	strLblMin	Min:
cropData_gui	15	strLblMax	Max:
cropData_gui	16	strChkNa	Ignorar NA en la información
cropData_gui	17	strFrmOptions	Opciones
cropData_gui	18	strChkRemNA	Eliminar NA
cropData_gui	19	strLblAction	Acción:
cropData_gui	20	strRadDiscard	Descartar valores
cropData_gui	21	strRadReplace	Reemplazar valores
cropData_gui	22	strDrpAbove	mayor
cropData_gui	23	strDrpAboveEqual	mayor o igual a
cropData_gui	24	strDrpBelow	menor
cropData_gui	25	strDrpBelowEqual	menor o igual a
cropData_gui	26	strDrpEqual	igual a
cropData_gui	27	strDrpNotEqual	no es igual a
cropData_gui	28	strDrpNA	es NA
cropData_gui	29	strDrpNotNA	no es NA
cropData_gui	30	strDrpContain	conteniendo
cropData_gui	31	strDrpNotContain	sin contener
cropData_gui	32	strDrpTarget	<Valor Target>
cropData_gui	33	strLblWith	con
cropData_gui	34	strLblTarget	La columna target contiene datos del tipo:
cropData_gui	35	strRadNumeric	Numérico
cropData_gui	36	strRadCharacter	Carácter
cropData_gui	37	strBtnApply	Aplicar
cropData_gui	38	strFrmSave	Guardar como
cropData_gui	39	strLblSave	Nombre del resultado:
cropData_gui	40	strBtnProcessing	Procesando…
cropData_gui	41	strBtnSave	Guardar
cropData_gui	42	strBtnSaved	Guardado!
cropData_gui	43	strMsgDrop	No cree subconjuntos de un conjunto de datos de drop-out antes de la modelización!\n1) Hacer un subconjunto desde los datos originales.\n2) Calcular dropout en ese subconjunto.\n3) Modelizar drop-out desde el nuevo conjunto de datos de drop-out.
cropData_gui	44	strMsgTitleDrop	Atención!
cropData_gui	45	strMsgDataset	Se debe seleccionar un conjunto de datos.
cropData_gui	46	strMsgTitleDataset	Datos no seleccionados
cropData_gui	47	strMsgTitleError	Error
editData_gui	1	strWinTitleEdit	Editar o ver datos
editData_gui	2	strWinTitleView	Vista de un conjunto de datos
editData_gui	3	strWinTitleAttributes	Atributos
editData_gui	4	strChkGui	Guardar configuración de GUI
editData_gui	5	strBtnHelp	Ayuda
editData_gui	6	strFrmDataset	Conjunto de datos
editData_gui	7	strLblDataset	Conjunto de datos:
editData_gui	8	strDrpDataset	<Seleccionar datos>
editData_gui	9	strLblSamples	muestras,
editData_gui	10	strLblColumns	columnas,
editData_gui	11	strLblRows	filas
editData_gui	12	strFrmOptions	Opciones
editData_gui	13	strChkAttributes	Mostrar atributos (en ventana separada)
editData_gui	14	strChkLimit	Limitar el número de filas a:
editData_gui	15	strTipLimit	NB! La clasificación solo se realizará en los datos cargados.
editData_gui	16	strBtnView	Visualizar
editData_gui	17	strTipView	Visualizar como tabla interactiva en la pestaña Posit Viewer.
editData_gui	18	strBtnCopy	Copiar
editData_gui	19	strTipCopy	Copiar al portapapeles (¡NOTA! Los conjuntos de datos muy grandes pueden truncarse).
editData_gui	20	strBtnCopying	Copiando…
editData_gui	21	strBtnExport	Exportar
editData_gui	22	strTipExport	Abre el diálogo de exportación.
editData_gui	23	strBtnSave	Guardar como
editData_gui	24	strTipSave	Guardar como nuevo conjunto de datos en este proyecto.
editData_gui	25	strBtnSaving	Guardando…
editData_gui	26	strFrmSave	Vista|Copiar|Exportar|Guardar
editData_gui	27	strLblNoData	No hay datos
editData_gui	28	strMsgSave	Se debe proporcionar un nombre.
editData_gui	29	strMsgTitleError	Error
editData_gui	30	strLblTcltk	La herramienta tcltk del gui no maneja valores NA en las tablas.\nLos valores NA se reemplazarán por cadenas vacías.\nSi edita la tabla, los valores NA se reeempazarán permanentemente.
editData_gui	31	strChkShow	No mostrar este mensaje otra vez.
editData_gui	32	strMsgTitleWarning	Atención
export_gui	1	strWinTitle	Exportar objetos como archivos o imágenes
export_gui	2	strChkGui	Guardar configuración de GUI
export_gui	3	strBtnHelp	Ayuda
export_gui	4	strFrmObjects	Objetos
export_gui	5	strLblObjects	objetos seleccionados para exportar:
export_gui	6	strLblValues	Valores
export_gui	7	strFrmOptions	Opciones
export_gui	8	strLblFiles	Archivos
export_gui	9	strChkNames	Usar los nombres de objeto como nombres de archivo
export_gui	10	strLblNames	Nombres del archivo (separados por | o ,):
export_gui	11	strChkOverwrite	Sobreeescribir archivos existentes
export_gui	12	strLblExtension	Extensión del archivo:
export_gui	13	strLblDelimiter	Delimitar:
export_gui	14	strDrpTab	TAB
export_gui	15	strDrpSpace	ESPACIO
export_gui	16	strDrpComma	COMA
export_gui	17	strLblSettings	Confoguración de imagen:
export_gui	18	strLblWidth	Ancho:
export_gui	19	strLblHeight	Altura:
export_gui	20	strLblResolution	Resolución:
export_gui	21	strFrmLocation	Localización
export_gui	22	strLblLocation	Guardar archivos en ruta:
export_gui	23	strBtnOpen	Abrir
export_gui	24	strBtnExport	Exportar
export_gui	25	strBtnProcessing	Procesando…
export_gui	26	strMsgObject	Se debe seleccionar al menos un objeto.\nSe debe proporcinar nombre de archivo y ruta.\n\nEste error también puede ocurrir la primera vez que se usa la función.\nPor favor localice la carpeta usando en botón 'Open'.
export_gui	27	strMsgTitleError	Error
export_gui	28	strMsgFailed	\nLos siguientes objetos no se guardaron porque los nombres de archivo ya existían.\nAsegúrese de salir de la última celda editada antes de continuar.
export_gui	29	strMsgTitleFailed	La exportación falló!
export_gui	30	strLblObject	Objeto
export_gui	31	strLblNewName	Nuevo.Nombre
export_gui	32	strBtnCancel	Cancelar
export_gui	33	strBtnOverwrite	Sobreescribir
export_gui	34	strBtnRetry	Reintentar
filterProfile_gui	1	strWinTitle	Filtrar perfil
filterProfile_gui	2	strChkGui	Guardar configuración de GUI
filterProfile_gui	3	strBtnHelp	Ayuda
filterProfile_gui	4	strFrmDataset	Conjuntos de datos
filterProfile_gui	5	strLblDataset	Conjunto de datos de muestras:
filterProfile_gui	6	strDrpDataset	<Seleccionar datos>
filterProfile_gui	7	strLblSamples	muestras
filterProfile_gui	8	strLblRefDataset	Datos de referencia:
filterProfile_gui	9	strLblRef	referencias
filterProfile_gui	10	strBtnCheck	Comprobar subconjunto
filterProfile_gui	11	strLblKit	Kit:
filterProfile_gui	12	strChkVirtual	Excluir bins virtuales
filterProfile_gui	13	strFrmOptions	Opciones
filterProfile_gui	14	strLblPre	Pre-procesando:
filterProfile_gui	15	strChkSex	Eliminar marcadores de sexo
filterProfile_gui	16	strTipSex	Eliminar marcadores de sexo definidos en el kit seleccionado
filterProfile_gui	17	strChkSensors	Eliminar sensores de calidad
filterProfile_gui	18	strTipSensors	Eliminar sensores de calidad definidos en el kit seleccionado.
filterProfile_gui	19	strLblMethod	Opciones de filtrado:
filterProfile_gui	20	strRadRef	Filtrar por perfiles de referencia
filterProfile_gui	21	strRadBins	Filtrar por bins del kit (ladder alélico)
filterProfile_gui	22	strChkInvert	Invertir (eliminar picos coincidentes)
filterProfile_gui	23	strLblMatching	Correspondencia en el nombre de la muestra de referencia:
filterProfile_gui	24	strChkIgnore	Ignorar mayúsculas y minúsculas
filterProfile_gui	25	strTipIgnore	"A" coincidirá con "A", "B-a.2", y "A2"
filterProfile_gui	26	strChkWord	Añadir límites de palabras
filterProfile_gui	27	strTipWord	"A" coincidirá con "A", "B-A.2", y "A 2" pero no con "A2"
filterProfile_gui	28	strChkExact	Coincidencia exacta
filterProfile_gui	29	strTipExact	"A" coincidirá con "A" pero no con "B-A.2", "A 2", o "A2"
filterProfile_gui	30	strLblPost	Post-procesando:
filterProfile_gui	31	strChkAdd	Añadir loci (marcadores) ausentes
filterProfile_gui	32	strTipAdd	Esta opción será más lenta.
filterProfile_gui	33	strChkKeep	Mantenga loci / muestra incluso si no hay un alelo correspondiente
filterProfile_gui	34	strFrmSave	Guardar como
filterProfile_gui	35	strLblSave	Nombre del resultado:
filterProfile_gui	36	strBtnFilter	Filtrar
filterProfile_gui	37	strBtnProcessing	Procesando…
filterProfile_gui	38	strMsgDataset	Se deben seleccionar los datos de las muestras y los datos de la referencia.
filterProfile_gui	39	strMsgTitleDataset	Datos no seleccionados
filterProfile_gui	40	strMsgCheck	El marco de datos es NULO!\n\ nAsegúrese de seleccionar un conjunto de datos.
filterProfile_gui	41	strWinTitleCheck	Comprobar subconjunto
filterProfile_gui	42	strMsgTitleError	Error
generateEPG_gui	1	strWinTitle	Generar electroferograma (EPG)
generateEPG_gui	2	strChkGui	Guardar configuración de GUI
generateEPG_gui	3	strBtnHelp	Ayuda
generateEPG_gui	4	strFrmDataset	Conjuntos de datos
generateEPG_gui	5	strLblDataset	Conjunto de datos de muestras:
generateEPG_gui	6	strDrpDataset	<Seleccionar datos>
generateEPG_gui	7	strLblSamples	muestras
generateEPG_gui	8	strLblSample	Muestra:
generateEPG_gui	9	strDrpSample	<Seleccionar muestra>
generateEPG_gui	10	strLblKit	Kit:
generateEPG_gui	11	strFrmOptions	Opciones
generateEPG_gui	12	strLblPlot	Título del gráfico:
generateEPG_gui	13	strLblScales	Escala de ejes:
generateEPG_gui	14	strLblSize	Tamaño del texto de la etiqueta alélica:
generateEPG_gui	15	strLblJustV	Justificación vertical:
generateEPG_gui	16	strLblAngle	Ángulo de la etiqueta alélica:
generateEPG_gui	17	strLblJustH	Justificación horizontal:
generateEPG_gui	18	strLblArea	Expansión del área del gráfico:
generateEPG_gui	19	strLblAT	Umbral anatítico:
generateEPG_gui	20	strChkIgnore	Ignorar mayúsculas y minúsculas en el nombre de los marcadores
generateEPG_gui	21	strChkWrap	Superponer por fluorocromo y agregar rangos de marcadores y nombres de alelos
generateEPG_gui	22	strChkFix	Fijar eje X en un rango de tamaño
generateEPG_gui	23	strChkCollapse	Contraer (agregar alturas de alelos idénticos. Descarta OL)
generateEPG_gui	24	strChkBox	Gráficos de distribuciones de altura de pico (boxplot)
generateEPG_gui	25	strChkPeaks	Gráfico de altura promedio de pico para las distribuciones
generateEPG_gui	26	strFrmSave	Gráfico de altura promedio de pico para las distribuciones
generateEPG_gui	27	strLblSave	Nombre del resultado:
generateEPG_gui	28	strBtnSaveObject	Guardar como objeto
generateEPG_gui	29	strBtnSaveImage	Guardar como imagen
generateEPG_gui	30	strBtnObjectSaved	Objeto guardado
generateEPG_gui	31	strBtnGenerate	Generar EPG
generateEPG_gui	32	strBtnProcessing	Procesando…
generateEPG_gui	33	strMsgDataset	Se debe seleccionar un conjunto de datos. La muestra es opcional.
generateEPG_gui	34	strMsgTitleDataset	Conjuntos de datos no seleccionados
ggsave_gui	1	strWinTitle	Guardar como imagen
