scope	order	key	value	
calculateRatio_gui	5	strLblDataset	Sample dataset:	
calculateRatio_gui	6	strDrpDataset	<Select dataset>	
calculateRatio_gui	7	strLblSamples	samples	
calculateRatio_gui	8	strLblRefDataset	Reference dataset:	
calculateRatio_gui	9	strLblRef	references	
calculateRatio_gui	10	strBtnCheck	Check subsetting	
calculateRatio_gui	11	strFrmOptions	Options	
calculateRatio_gui	12	strLblPre	Pre-processing:	
calculateRatio_gui	13	strChkOL	Remove off-ladder alleles	
calculateRatio_gui	14	strLblMethod	Calculate marker ratio:	
calculateRatio_gui	15	strLblNumerator	Select numerator markers:	
calculateRatio_gui	16	strDrpMarker	<Select marker>	
calculateRatio_gui	17	strLblDenominator	Select denominator markers:	
calculateRatio_gui	18	strLblGroupBy	Group by column:	
calculateRatio_gui	19	strDrpColumn	<Select column>	
calculateRatio_gui	20	strLblMatching	Reference sample name matching:	
calculateRatio_gui	21	strChkIgnore	Ignore case	
calculateRatio_gui	22	strChkWord	Add word boundaries	
calculateRatio_gui	23	strChkExact	Exact matching	
calculateRatio_gui	24	strFrmSave	Save as	
calculateRatio_gui	25	strLblSave	Name for result:	
calculateRatio_gui	26	strBtnCalculate	Calculate	
calculateRatio_gui	27	strBtnProcessing	Processing...	
calculateRatio_gui	28	strMsgDataset	A sample dataset and a reference dataset must be selected.	
calculateRatio_gui	29	strMsgTitleDataset	Dataset not selected	
calculateRatio_gui	30	strMsgCheck	Data frame is NULL!\n\nMake sure to select a sample dataset.	
calculateRatio_gui	31	strWinTitleCheck	Check subsetting	
calculateRatio_gui	32	strMsgTitleError	Error	
calculateResultType_gui	1	strWinTitle	Calculate result type	
calculateResultType_gui	2	strChkGui	Save GUI settings	
calculateResultType_gui	3	strBtnHelp	Help	
calculateResultType_gui	4	strFrmDataset	Dataset and kit	
calculateResultType_gui	5	strLblDataset	Sample dataset:	
calculateResultType_gui	6	strDrpDataset	<Select dataset>	
calculateResultType_gui	7	strLblSamples	samples	
calculateResultType_gui	8	strLblKit	Kit:	
calculateResultType_gui	9	strFrmOptions	Options	
calculateResultType_gui	10	strLblNB	NB! All markers must be present in each sample for correct results.	
calculateResultType_gui	11	strLblPre	Pre-processing:	
calculateResultType_gui	12	strChkMissing	Add missing markers (can be slow on large datasets)	
calculateResultType_gui	13	strLblMethod	Calculate result type:	
calculateResultType_gui	14	strLblHeight	Define subtypes of complete profiles by all peaks > peak height threshold (RFU):	
calculateResultType_gui	15	strTipHeight	Complete >[RFU]	
calculateResultType_gui	16	strLblMarker	Define subtypes of mixtures by number of markers with > 2 detected peaks:	
calculateResultType_gui	17	strTipMarker	Mixture >[markers]	
calculateResultType_gui	18	strLblPeak	Define subtypes of partial profiles by number of detected peaks:	
calculateResultType_gui	19	strTipPeak	Partial >[peaks]	
calculateResultType_gui	20	strLblFullKit	Define subtypes of partial profiles by kit:	
calculateResultType_gui	21	strDrpKit	<Select kit>	
calculateResultType_gui	22	strTipFullKit	Partial Complete [kit]	
calculateResultType_gui	23	strFrmSave	Save as	
calculateResultType_gui	24	strLblSave	Name for result:	
calculateResultType_gui	25	strBtnCalculate	Calculate	
calculateResultType_gui	26	strBtnProcessing	Processing...	
calculateResultType_gui	27	strMsgDataset	A sample dataset must be selected.	
calculateResultType_gui	28	strMsgTitleDataset	Dataset not selected	
calculateSlope_gui	1	strWinTitle	Calculate profile slope	
calculateSlope_gui	2	strChkGui	Save GUI settings	
calculateSlope_gui	3	strBtnHelp	Help	
calculateSlope_gui	4	strFrmDataset	Dataset	
calculateSlope_gui	5	strLblDataset	Sample dataset:	
calculateSlope_gui	6	strDrpDataset	<Select dataset>	
calculateSlope_gui	7	strLblSamples	samples	
calculateSlope_gui	8	strLblRefDataset	Reference dataset:	
calculateSlope_gui	9	strLblRef	references	
calculateSlope_gui	10	strBtnCheck	Check subsetting	
calculateSlope_gui	11	strFrmOptions	Options	
calculateSlope_gui	12	strLblGroups	Groups:	
calculateSlope_gui	13	strLblConf	Confidence limit:	
calculateSlope_gui	14	strLblKit	Kit to calculate size from:	
calculateSlope_gui	15	strChkKit	Autodetect	
calculateSlope_gui	16	strTipKit	Must be checked for multiple kits.	
calculateSlope_gui	17	strTipKitDrp	Not needed if 'Size' is provided in the dataset.	
calculateSlope_gui	18	strLblMatching	Reference sample name matching:	
calculateSlope_gui	19	strChkIgnore	Ignore case	
calculateSlope_gui	20	strChkWord	Add word boundaries	
calculateSlope_gui	21	strChkExact	Exact matching	
calculateSlope_gui	22	strFrmSave	Save as	
calculateSlope_gui	23	strLblSave	Name for result:	
calculateSlope_gui	24	strBtnCalculate	Calculate	
calculateSlope_gui	25	strBtnProcessing	Processing...	
calculateSlope_gui	26	strMsgDataset	A sample dataset and a reference dataset must be selected.	
calculateSlope_gui	27	strMsgTitleDataset	Dataset not selected	
calculateSlope_gui	28	strMsgCheck	Data frame is NULL!\n\nMake sure to select a sample dataset and a reference dataset.	
calculateSlope_gui	29	strWinTitleCheck	Check subsetting	
calculateSlope_gui	30	strMsgTitleError	Error	
calculateSpike_gui	1	strWinTitle	Calculate spikes	
calculateSpike_gui	2	strChkGui	Save GUI settings	
calculateSpike_gui	3	strBtnHelp	Help	
calculateSpike_gui	4	strFrmDataset	Dataset	
calculateSpike_gui	5	strLblDataset	Sample dataset:	
calculateSpike_gui	6	strDrpDataset	<Select dataset>	
calculateSpike_gui	7	strLblSamples	samples	
calculateSpike_gui	8	strLblKit	Kit:	
calculateSpike_gui	9	strFrmOptions	Options	
calculateSpike_gui	10	strLblThreshold	Threshold (number of peaks at similar size):	
calculateSpike_gui	11	strLblTolerance	Tolerance (bp):	
calculateSpike_gui	12	strChkQuick	Quick and dirty	
calculateSpike_gui	13	strTipQuick	NB! The quick method may not catch all spikes since two peaks can be separated by rounding e.g. 200.5 and 200.6 becomes 200 and 201 respectively!	
calculateSpike_gui	14	strFrmSave	Save as	
calculateSpike_gui	15	strLblSave	Name for result:	
calculateSpike_gui	16	strBtnCalculate	Calculate	
calculateSpike_gui	17	strBtnProcessing	Processing...	
calculateSpike_gui	18	strMsgDataset	A sample dataset must be selected.	
calculateSpike_gui	19	strMsgTitleDataset	Dataset not selected	
calculateStutter_gui	1	strWinTitle	Calculate stutter ratio	
calculateStutter_gui	2	strChkGui	Save GUI settings	
calculateStutter_gui	3	strBtnHelp	Help	
calculateStutter_gui	4	strFrmDataset	Datasets	
calculateStutter_gui	5	strLblDataset	Sample dataset:	
calculateStutter_gui	6	strDrpDataset	<Select dataset>	
calculateStutter_gui	7	strLblSamples	samples	
calculateStutter_gui	8	strLblRefDataset	Reference dataset:	
calculateStutter_gui	9	strLblRef	references	
calculateStutter_gui	10	strBtnCheck	Check subsetting	
calculateStutter_gui	11	strLblKit	Kit:	
calculateStutter_gui	12	strFrmOptions	Options	
calculateStutter_gui	13	strLblRange	Calculate stutter ratio within the following analysis range:	
calculateStutter_gui	14	strLblBack	back stutters to	
calculateStutter_gui	15	strLblForward	forward stutters.	
calculateStutter_gui	16	strLblNB	NB! Additive effects outside the analysis range cannot be controlled.\nA narrow range like 0 to 1 can be greately affected by neighbouring -1 stutters.	
calculateStutter_gui	17	strLblInterference	Level of interference within the given range:	
calculateStutter_gui	18	strRadNone	no overlap between stutters and alleles	
calculateStutter_gui	19	strRadStutter	stutter-stutter overlap allowed	
calculateStutter_gui	20	strRadAllele	stutter-allele overlap allowed	
calculateStutter_gui	21	strLblReplace	Replace 'false' stutters:	
calculateStutter_gui	22	strFrmSave	Save as	
calculateStutter_gui	23	strLblSave	Name for result:	
calculateStutter_gui	24	strBtnCalculate	Calculate	
calculateStutter_gui	25	strBtnProcessing	Processing...	
calculateStutter_gui	26	strMsgDataset	A sample dataset and a reference dataset must be selected.	
calculateStutter_gui	27	strMsgTitleDataset	Dataset not selected	
calculateStutter_gui	28	strMsgCheck	Data frame is NULL!\n\nMake sure to select a sample dataset.	
calculateStutter_gui	29	strWinTitleCheck	Check subsetting	
calculateStutter_gui	30	strMsgTitleError	Error	
checkDataset	1	strMsgNoRows	Dataset contain no rows!	
checkDataset	2	strMsgAdditionalCols	Additional columns required:\n	
checkDataset	3	strMsgFat1	The dataset is too fat!\n\nThere can only be 1 column:	
checkDataset	4	strMsgFat2	\nPlease slim the dataset.	
checkDataset	5	strMsgDetected1	detected in column	
checkDataset	6	strMsgDetected2	Please make sure that data is clean/filtered.\n	
checkSubset_gui	1	strWinTitle	Check subsetting	
checkSubset_gui	2	strChkGui	Save GUI settings	
checkSubset_gui	3	strBtnHelp	Help	
checkSubset_gui	4	strFrmDataset	Datasets	
checkSubset_gui	5	strLblDataset	Sample dataset:	
checkSubset_gui	6	strDrpDataset	<Select dataset>	
checkSubset_gui	7	strLblSamples	samples	
checkSubset_gui	8	strLblRefDataset	Reference dataset:	
checkSubset_gui	9	strLblRef	references	
checkSubset_gui	10	strLblManual	Or type a reference name:	
checkSubset_gui	11	strFrmOptions	Options	
checkSubset_gui	12	strLblMatching	Reference sample name matching:	
checkSubset_gui	13	strChkIgnore	Ignore case ('A' will match 'A', 'B-a.2', and 'A2')	
checkSubset_gui	14	strChkWord	Add word boundaries ('A' will match 'A', 'B-A.2', and 'A 2' but not 'A2')	
checkSubset_gui	15	strChkExact	Exact matching ('A' will match 'A' but not 'B-A.2', 'A 2', or 'A2')	
checkSubset_gui	16	strFrmSave	Save as	
checkSubset_gui	17	strLblSave	Name for result:	
checkSubset_gui	18	strBtnCalculate	Subset	
checkSubset_gui	19	strMsgCheck	Data frame is NULL!\n\nMake sure to select a sample dataset and a reference dataset, or type a reference name	
checkSubset_gui	20	strWinTitleCheck	Check subsetting	
checkSubset_gui	21	strMsgTitleError	Error	
columns_gui	1	strWinTitle	Column actions	
columns_gui	2	strChkGui	Save GUI settings	
columns_gui	3	strBtnHelp	Help	
columns_gui	4	strFrmDataset	Dataset	
columns_gui	5	strLblDataset	Dataset:	
columns_gui	6	strDrpDataset	<Select dataset>	
columns_gui	7	strLblColumns	columns	
columns_gui	8	strFrmColumns	Columns	
columns_gui	9	strLblCol1	Column 1:	
columns_gui	10	strLblCol2	Column 2:	
columns_gui	11	strDrpColumn	<Select column>	
columns_gui	12	strFrmOptions	Options	
columns_gui	13	strLblFixed	Fixed value:	
columns_gui	14	strLblNew	Column for new values:	
columns_gui	15	strLblAction	Action:	
columns_gui	16	strDrpAction	<Select action>	
columns_gui	17	strLblStart	Start position:	
columns_gui	18	strLblStop	Stop position:	
columns_gui	19	strFrmSave	Save as	
columns_gui	20	strLblSave	Name for result:	
columns_gui	21	strBtnCalculate	Execute	
combine_gui	1	strWinTitle	Combine datasets	
combine_gui	2	strChkGui	Save GUI settings	
combine_gui	3	strBtnHelp	Help	
combine_gui	4	strFrmDataset	Dataset	
combine_gui	5	strLblSet1	Dataset 1:	
combine_gui	6	strDrpDataset	<Select dataset>	
combine_gui	7	strLblColumns	columns	
combine_gui	8	strLblSet2	Dataset 2:	
combine_gui	9	strFrmSave	Save as	
combine_gui	10	strLblSave	Name for result:	
combine_gui	11	strBtnCalculate	Combine	
combine_gui	12	strMsgColumns	Datasets must have identical column names!	
combine_gui	13	strMsgTitleError	Error	
combine_gui	14	strMsgDataset	Two datasets must be selected.	
combine_gui	15	strMsgTitleDataset	Dataset not selected	
cropData_gui	1	strWinTitle	Crop or replace data	
cropData_gui	2	strChkGui	Save GUI settings	
cropData_gui	3	strBtnHelp	Help	
cropData_gui	4	strFrmDataset	Dataset	
cropData_gui	5	strLblDataset	Dataset:	
cropData_gui	6	strDrpDataset	<Select dataset>	
cropData_gui	7	strLblSamples	samples,	
cropData_gui	8	strLblColumns	columns,	
cropData_gui	9	strLblRows	rows	
cropData_gui	10	strFrmColumns	Column:	
cropData_gui	11	strLblTargetCol	Target column:	
cropData_gui	12	strDrpColumn	<Select column>	
cropData_gui	13	strLblInfo	Info:	
cropData_gui	14	strLblMin	Min:	
cropData_gui	15	strLblMax	Max:	
cropData_gui	16	strChkNa	Ignore NA in info	
cropData_gui	17	strFrmOptions	Options	
cropData_gui	18	strChkRemNA	Remove NA	
cropData_gui	19	strLblAction	Action:	
cropData_gui	20	strRadDiscard	Discard values	
cropData_gui	21	strRadReplace	Replace values	
cropData_gui	22	strDrpAbove	above	
cropData_gui	23	strDrpAboveEqual	above or equal to	
cropData_gui	24	strDrpBelow	below	
cropData_gui	25	strDrpBelowEqual	below or equal to	
cropData_gui	26	strDrpEqual	equal to	
cropData_gui	27	strDrpNotEqual	not equal to	
cropData_gui	28	strDrpNA	is NA	
cropData_gui	29	strDrpNotNA	is not NA	
cropData_gui	30	strDrpContain	containing	
cropData_gui	31	strDrpNotContain	not containing	
cropData_gui	32	strDrpTarget	<Target value>	
cropData_gui	33	strLblWith	with	
cropData_gui	34	strLblTarget	Target column contain data of type:	
cropData_gui	35	strRadNumeric	Numeric	
cropData_gui	36	strRadCharacter	Character	
cropData_gui	37	strBtnApply	Apply	
cropData_gui	38	strBtnProcessing	Processing...	
cropData_gui	37	strFrmSave	Save as	
cropData_gui	38	strLblSave	Name for result:	
cropData_gui	39	strBtnSave	Save	
cropData_gui	40	strBtnSaved	Saved!	
cropData_gui	41	strMsgDrop	Do not make subsets of a drop-out dataset before modelling!\n1) Make a subset from the original data.\n2) Run calculate dropout on that subset.\n3) Model drop-out from the new drop-out dataset.	
cropData_gui	42	strMsgTitleDrop	Warning!	
cropData_gui	43	strMsgDataset	A dataset must be selected.	
cropData_gui	44	strMsgTitleDataset	Dataset not selected	
cropData_gui	45	strMsgTitleError	Error	
editData_gui	1	strWinTitleEdit	Edit or view dataset	
editData_gui	2	strWinTitleView	View dataset	
editData_gui	3	strWinTitleAttributes	Attributes	
editData_gui	4	strChkGui	Save GUI settings	
editData_gui	5	strBtnHelp	Help	
editData_gui	6	strFrmDataset	Dataset	
editData_gui	7	strLblDataset	Dataset:	
editData_gui	8	strDrpDataset	<Select dataset>	
editData_gui	9	strLblSamples	samples,	
editData_gui	10	strLblColumns	columns,	
editData_gui	11	strLblRows	rows	
editData_gui	12	strFrmOptions	Options	
editData_gui	13	strChkAttributes	Show attributes (separate window)	
editData_gui	14	strChkLimit	Limit number of rows to:	
editData_gui	15	strTipLimit	NB! Sorting will only be performed on the loaded data.	
editData_gui	16	strBtnCopy	Copy	
editData_gui	17	strTipCopy	Copy to clipboard (NB! large datasets might get truncated).	
editData_gui	18	strBtnCopying	Copying...	
editData_gui	19	strBtnExport	Export	
editData_gui	20	strTipExport	Opens the export dialog.	
editData_gui	21	strBtnSave	Save as	
editData_gui	22	strTipSave	Save as new dataset in this project.	
editData_gui	23	strBtnSaving	Saving...	
editData_gui	24	strFrmSave	Copy|Export|Save	
editData_gui	25	strLblNoData	There is no data	
editData_gui	26	strMsgSave	A name must be provided.	
editData_gui	27	strMsgTitleError	Error	
editData_gui	28	strLblTcltk	The tcltk gui toolkit does not handle NA values in tables.\nNA values will be replaced with empty strings.\nIf you edit the table, NA values will be permanently replaced.	
editData_gui	29	strChkShow	Don't show this message again.	
editData_gui	30	strMsgTitleWarning	Warning	
export_gui	1	strWinTitle	Export objects as files or images	
export_gui	2	strChkGui	Save GUI settings	
export_gui	3	strBtnHelp	Help	
export_gui	4	strFrmObjects	Objects	
export_gui	5	strLblObjects	objects selected for export:	
export_gui	6	strLblValues	Values	
export_gui	7	strFrmOptions	Options	
export_gui	8	strLblFiles	Files	
export_gui	9	strChkNames	Use object names as file names	
export_gui	10	strLblNames	File names (separated by | or ,):	
export_gui	11	strChkOverwrite	Overwrite existing files	
export_gui	12	strLblExtension	File extension:	
export_gui	13	strLblDelimiter	Delimiter:	
export_gui	14	strDrpTab	TAB	
export_gui	15	strDrpSpace	SPACE	
export_gui	16	strDrpComma	COMMA	
export_gui	17	strLblSettings	Image settings:	
export_gui	18	strLblWidth	Width:	
export_gui	19	strLblHeight	Height:	
export_gui	20	strLblResolution	Resolution:	
export_gui	21	strLblLocation	Save files to path:	
export_gui	22	strBtnOpen	Open	
export_gui	23	strBtnExport	Export	
export_gui	24	strBtnProcessing	Processing...	
export_gui	25	strMsgObject	At least one object must be selected.\nFile name and path must be provided.\n\nThis error may also occur the first time the function is used.\nPlease locate the folder using the 'Open' button.	
export_gui	26	strMsgTitleError	Error	
export_gui	27	strMsgFailed	\nThe following objects were not saved because the file names existed.\nMake sure to exit the last edited cell before continuing.	
export_gui	28	strMsgTitleFailed	Export failed!	
export_gui	29	strLblObject	Object	
export_gui	30	strLblNewName	New.Name	
export_gui	31	strBtnCancel	Cancel	
export_gui	32	strBtnOverwrite	Overwrite	
export_gui	33	strBtnRetry	Retry	
filterProfile_gui	1	strWinTitle	Filter profile	
filterProfile_gui	2	strChkGui	Save GUI settings	
filterProfile_gui	3	strBtnHelp	Help	
filterProfile_gui	4	strFrmDataset	Datasets	
filterProfile_gui	5	strLblDataset	Sample dataset:	
filterProfile_gui	6	strDrpDataset	<Select dataset>	
filterProfile_gui	7	strLblSamples	samples	
filterProfile_gui	8	strLblRefDataset	Reference dataset:	
filterProfile_gui	9	strLblRef	references	
filterProfile_gui	10	strBtnCheck	Check subsetting	
filterProfile_gui	11	strLblKit	Kit:	
filterProfile_gui	12	strChkVirtual	Exclude virtual bins	
filterProfile_gui	13	strFrmOptions	Options	
filterProfile_gui	14	strLblPre	Pre-processing:	
filterProfile_gui	15	strChkSex	Remove sex markers	
filterProfile_gui	16	strTipSex	Removes sex markers defined in the selected kit.	
filterProfile_gui	17	strChkSensors	Remove quality sensors	
filterProfile_gui	18	strTipSensors	Removes quality sensors defined in the selected kit.	
filterProfile_gui	19	strLblMethod	Filter options:	
filterProfile_gui	20	strRadRef	Filter by reference profiles	
filterProfile_gui	21	strRadBins	Filter by kit bins (allelic ladder)	
filterProfile_gui	22	strChkInvert	Invert (remove peaks matching)	
filterProfile_gui	23	strLblMatching	Reference sample name matching:	
filterProfile_gui	24	strChkIgnore	Ignore case	
filterProfile_gui	25	strTipIgnore	'A' will match 'A', 'B-a.2', and 'A2'	
filterProfile_gui	26	strChkWord	Add word boundaries	
filterProfile_gui	27	strTipWord	'A' will match 'A', 'B-A.2', and 'A 2' but not 'A2'	
filterProfile_gui	28	strChkExact	Exact matching	
filterProfile_gui	29	strTipExact	'A' will match 'A' but not 'B-A.2', 'A 2', or 'A2'	
filterProfile_gui	30	strLblPost	Post-processing:	
filterProfile_gui	31	strChkAdd	Add missing loci (markers)	
filterProfile_gui	32	strTipAdd	This option will be slower.	
filterProfile_gui	33	strChkKeep	Keep loci/sample even if no matching allele	
filterProfile_gui	34	strFrmSave	Save as	
filterProfile_gui	35	strLblSave	Name for result:	
filterProfile_gui	36	strBtnFilter	Filter	
filterProfile_gui	37	strBtnProcessing	Processing...	
filterProfile_gui	38	strMsgDataset	A sample dataset and a reference dataset must be selected.	
filterProfile_gui	39	strMsgTitleDataset	Dataset not selected	
filterProfile_gui	40	strMsgCheck	Data frame is NULL!\n\nMake sure to select a sample dataset.	
filterProfile_gui	41	strWinTitleCheck	Check subsetting	
filterProfile_gui	42	strMsgTitleError	Error	
generateEPG_gui	1	strWinTitle	Generate electropherogram (EPG)	
generateEPG_gui	2	strChkGui	Save GUI settings	
generateEPG_gui	3	strBtnHelp	Help	
generateEPG_gui	4	strFrmDataset	Datasets	
generateEPG_gui	5	strLblDataset	Sample dataset:	
generateEPG_gui	6	strDrpDataset	<Select dataset>	
generateEPG_gui	7	strLblSamples	samples	
generateEPG_gui	8	strLblSample	Sample:	
generateEPG_gui	9	strDrpSample	<Select sample>	
generateEPG_gui	10	strLblKit	Kit:	
generateEPG_gui	11	strFrmOptions	Options	
generateEPG_gui	12	strLblPlot	Plot title:	
generateEPG_gui	13	strLblScales	Axis scales:	
generateEPG_gui	14	strLblSize	Allele label text size:	
generateEPG_gui	15	strLblJustV	Vertical justification:	
generateEPG_gui	16	strLblAngle	Allele label angle:	
generateEPG_gui	17	strLblJustH	Horizontal justification:	
generateEPG_gui	18	strLblArea	Plot area expansion:	
generateEPG_gui	19	strLblAT	Analytical threshold:	
generateEPG_gui	20	strChkIgnore	Ignore case in marker names	
generateEPG_gui	21	strChkWrap	Wrap by dye and add marker ranges and allele names	
generateEPG_gui	22	strChkFix	Fix x-axis to size range	
generateEPG_gui	23	strChkCollapse	Collapse (add peak heights of identical alleles. Discards OL)	
generateEPG_gui	24	strChkBox	Plot peak height distribution (boxplot)	
generateEPG_gui	25	strChkPeaks	Plot mean peak height for distributions	
generateEPG_gui	26	strFrmSave	Plot mean peak height for distributions	
generateEPG_gui	27	strLblSave	Name for result:	
generateEPG_gui	28	strBtnSaveObject	Save as object	
generateEPG_gui	29	strBtnSaveImage	Save as image	
generateEPG_gui	30	strBtnObjectSaved	Object saved	
generateEPG_gui	31	strBtnGenerate	Generate EPG	
generateEPG_gui	32	strBtnProcessing	Processing...	
generateEPG_gui	33	strMsgDataset	A dataset must be selected. Sample is optional.	
generateEPG_gui	34	strMsgTitleDataset	Datasets not selected	
ggsave_gui	1	strWinTitle	Save as image	
ggsave_gui	2	strChkGui	Save GUI settings	
ggsave_gui	3	strBtnHelp	Help	
ggsave_gui	4	strFrmOptions	Options	
ggsave_gui	5	strLblFileName	File name and extension:	
ggsave_gui	6	strChkOverwrite	Overwrite existing file	
ggsave_gui	7	strChkSize	Load size from plot device	
ggsave_gui	8	strBtnSize	Get size from plot device	
ggsave_gui	9	strLblSettings	Image settings:	
ggsave_gui	10	strLblUnit	Unit:	
ggsave_gui	11	strLblWidth	Width:	
ggsave_gui	12	strLblPixels	pixels	
ggsave_gui	13	strLblHeight	Height:	
ggsave_gui	14	strLblRes	Resolution:	
ggsave_gui	15	strLblScale	Scaling factor	
ggsave_gui	16	strLblPath	Save file to path:	
ggsave_gui	17	strBtnSave	Save	
ggsave_gui	18	strBtnProcessing	Processing...	
ggsave_gui	19	strMsgSave	Plot object, file name and path must be provided.\n\nThis error may also occur the first time the function is used.\nPlease locate the folder using the 'Open' button.	
ggsave_gui	20	strMsgTitleError	Error	
ggsave_gui	21	strMsgTitleSaveError	Save error	
ggsave_gui	22	strMsgFileExist	The file already exist!\n\nChose to cancel, overwrite or give a new name.	
ggsave_gui	23	strBtnCancel	Cancel	
ggsave_gui	24	strBtnOverwrite	Overwrite	
ggsave_gui	25	strBtnRetry	Retry	
guessProfile_gui	1	strWinTitle	Guess profile	
guessProfile_gui	2	strChkGui	Save GUI settings	
guessProfile_gui	3	strBtnHelp	Help	
guessProfile_gui	4	strFrmDataset	Dataset	
guessProfile_gui	5	strLblDataset	Sample dataset:	
guessProfile_gui	6	strDrpDataset	<Select dataset>	
guessProfile_gui	7	strLblSamples	samples	
guessProfile_gui	8	strFrmOptions	Options	
guessProfile_gui	9	strLblRatio	Accepted peak height ratio >=	
guessProfile_gui	10	strLblHeight	Accepted peak height >=	
guessProfile_gui	11	strChkNA	Discard NA rows	
guessProfile_gui	12	strChkOL	Ignore off-ladder (OL) alleles	
guessProfile_gui	13	strFrmSave	Save as	
guessProfile_gui	14	strLblSave	Name for result:	
guessProfile_gui	15	strBtnGuess	Guess	
guessProfile_gui	16	strBtnProcessing	Processing...	
guessProfile_gui	17	strMsgDataset	A sample dataset must be selected.	
guessProfile_gui	18	strMsgTitleDataset	Dataset not selected	
import_gui	1	strWinTitle	Import from files	
import_gui	2	strChkGui	Save GUI settings	
import_gui	3	strBtnHelp	Help	
import_gui	4	strBtnFile	Select file	
import_gui	5	strTipFile	Import of a single file into one dataset.	
import_gui	6	strMsgFile	Select a file...	
import_gui	7	strBtnFolder	Select folder	
import_gui	8	strTipFolder	Batch import of multiple files into one dataset.	
import_gui	9	strMsgFolder	Select a folder...	
import_gui	10	strLblSelected	Selected for import:	
import_gui	11	strFrmOptions	Options	
import_gui	12	strExpMultiple	Multiple files options	
import_gui	13	strChkIgnore	Ignore case	
import_gui	14	strLblPrefix	Prefix:	
import_gui	15	strLblSuffix	Suffix:	
import_gui	16	strLblExtension	Extension:	
import_gui	17	strChkName	Save file name	
import_gui	18	strChkTime	Save file time stamp	
import_gui	19	strLblDelimiter	Delimiter:	
import_gui	20	strDrpTab	TAB	
import_gui	21	strDrpSpace	SPACE	
import_gui	22	strDrpComma	COMMA	
import_gui	23	strDrpSemicolon	SEMICOLON	
import_gui	24	strLblNA	NA strings (separated by comma):	
import_gui	25	strChkTrim	Auto trim samples	
import_gui	26	strLblTrim	Trim samples containing the word (separate by pipe |):	
import_gui	27	strChkInvert	Invert (remove matching samples	
import_gui	28	strChkSlim	Auto slim repeated columns	
import_gui	29	strChkKeep	Keep all fixed (keep a row even if no data)	
import_gui	30	strFrmSave	Save as	
import_gui	31	strLblSave	Name for dataset:	
import_gui	32	strMsgSave	Name for new dataset	
import_gui	33	strBtnImport	Import	
import_gui	34	strBtnProcessing	Processing...	
import_gui	35	strMsgName	A name for the dataset must be provided.	
import_gui	36	strMsgDataset	Dataset empty!\nCheck your file filter.	
import_gui	37	strMsgTitleError	Error	
makeKit_gui	1	strWinTitle	Manage kits	
makeKit_gui	2	strBtnHelp	Help	
makeKit_gui	3	strFrmAction	Action	
makeKit_gui	4	strRadEdit	Edit kit file	
makeKit_gui	5	strRadAdd	Add new kits	
makeKit_gui	6	strFrmFile	Path to current kit file	
makeKit_gui	7	strBtnLoad	Load	
makeKit_gui	8	strFrmNew	New kits	
makeKit_gui	9	strBtnBins	Select Bins file	
makeKit_gui	10	strBtnPanels	Select Panels file	
makeKit_gui	11	strBtnCombine	Combine	
makeKit_gui	12	strMsgFile	The kit file was not found	
makeKit_gui	13	strMsgTitleFile	File not found	
makeKit_gui	14	strLblSelectBins	Select Bins file...	
makeKit_gui	15	strLblSelectPanels	Select Panels file...	
makeKit_gui	16	strLblCombine	Reads and combines the Bins and Panels files	
makeKit_gui	17	strMsgCombine	One or several files was not found	
makeKit_gui	18	strLblSex	List sex markers (separate by comma)	
makeKit_gui	19	strLblSensors	List quality sensors (separate by comma)	
makeKit_gui	20	strLblRemove	Remove	
makeKit_gui	21	strLblPanel	Panel	
makeKit_gui	22	strLblShortName	Short name	
makeKit_gui	23	strLblFullName	Full name	
makeKit_gui	24	strLblNone	<none>	
makeKit_gui	25	strFrmSave	Save	
makeKit_gui	26	strRadAppend	Append to kit file	
makeKit_gui	27	strRadOverwrite	Overwrite kit file	
makeKit_gui	28	strRadSave	Save as data frame	
makeKit_gui	29	strBtnSave	Save	
makeKit_gui	30	strBtnSaving	Saving...	
makeKit_gui	31	strMsgDuplicate1	A kit with short name	
makeKit_gui	32	strMsgDuplicate2	already exist!\n\nShort name must be unique!	
makeKit_gui	33	strMsgTitleDuplicate	Duplicate short name	
makeKit_gui	34	strMsgMissing	A short name must be provided for all new kits	
makeKit_gui	35	strMsgTitleMissing	Missing short name	
modelDropout_gui	1	strWinTitle	Plot dropout prediction	
modelDropout_gui	2	strChkGui	Save GUI settings	
modelDropout_gui	3	strBtnHelp	Help	
modelDropout_gui	4	strFrmDataset	Dataset	
modelDropout_gui	5	strLblDataset	Sample dataset:	
modelDropout_gui	6	strDrpDataset	<Select dataset>	
modelDropout_gui	7	strLblKit	and the kit used:	
modelDropout_gui	8	strFrmOptions	Options	
modelDropout_gui	9	strChkOverride	Override automatic titles	
modelDropout_gui	10	strLblTitlePlot	Plot title:	
modelDropout_gui	11	strLblTitleX	X title:	
modelDropout_gui	12	strLblTitleY	Y title:	
modelDropout_gui	13	strLblRange	Dataset peak height range:	
modelDropout_gui	14	strChkLog	Log (Height)	
modelDropout_gui	15	strChkSex	Exclude sex markers	
modelDropout_gui	16	strLblNote	NB! Currently, the recommended methods are the first three options.\nThe fourth alternative has not been evaluated by the DNA Commission.\nSee 'Details' in 'Help' for more information.	
modelDropout_gui	17	strLblModels	Model drop-out from scoring method:	
